Reaction Name,cost,Macromolecule ID,Macromolecule stoichiometry,EC number,turnover number
R_ALATA_D2,836.0,b2551,2.0,not found,0
R_ALATA_D2_duplicate_2,1336.0,b0870,4.0,not found,0
R_ALATA_L,812.0,b2290,2.0,2.6.1.2,5.8448952086414705
R_ALATA_L_duplicate_2,826.0,b2379,2.0,not found,0
R_ALATA_L2,1336.0,b0870,4.0,not found,0
R_ALATA_L2_duplicate_2,836.0,b2551,2.0,not found,0
R_ALATRS,3508.0,b2697,4.0,6.1.1.7,0.6780292238670534
R_ALAabcpp,367.0,b3460,1.0,not found,0
R_ALAt2pp_copy1,470.0,b4208,1.0,not found,0
R_ALAt4pp,476.0,b0007,1.0,not found,0
R_ALAtex,1131.0,b1377,3.0,not found,0
R_ALAtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_ALAtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_ALAtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_ALCD19,742.0,b0356,2.0,1.1.1.7,0
R_ALCD2x,35680.0,b1241,40.0,1.1.1.7,0
R_ALCD2x_duplicate_2,338.0,b1478,1.0,not found,0
R_ALCD2x_duplicate_3,742.0,b0356,2.0,not found,0
R_ALDD19xr,998.0,b1385,2.0,1.2.1.5,0
R_ALDD2x,495.0,b1300,1.0,1.2.1.5,0
R_ALDD2y,2052.0,b3588,4.0,1.2.1.5,0
R_ALDD3y,2052.0,b3588,4.0,not found,0
R_ALLK,309.0,b4084,1.0,2.7.1.5,17.02395940689045
R_ALLPI,298.0,b4090,2.0,5.3.1.6,2100.0
R_ALLTAMH,826.0,b0516,2.0,3.5.3.9,17.999999999999996
R_ALLTN,1820.0,b0512,4.0,3.5.2.5,150.95928584616374
R_ALLTNt2rpp,484.0,b0511,1.0,not found,0
R_ALLTNtex,1131.0,b1377,3.0,not found,0
R_ALLTNtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_ALLTNtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_ALLTNtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_ALLULPE,1392.0,b4085,6.0,5.1.3.-,150.95928584616374
R_ALLabcpp,311.0,b4088,1.0,not found,0
R_ALLtex,1131.0,b1377,3.0,not found,0
R_ALLtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_ALLtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_ALLtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_ALPATE160pp,512.0,b0657,1.0,not found,0
R_ALPATG160pp,512.0,b0657,1.0,not found,0
R_ALR2,284.0,b1781,1.0,1.1.1.-,150.95928584616374
R_ALR2_duplicate_2,275.0,b3012,1.0,not found,0
R_ALR2_duplicate_3,267.0,b0207,1.0,not found,0
R_ALR2_duplicate_4,1384.0,b3001,4.0,not found,0
R_ALR4x,2944.0,b3945,8.0,not found,0
R_ALTRH,496.0,b3091,1.0,4.2.1.7,150.95928584616374
R_AM3PA,184.0,b0110,1.0,not found,0
R_AM4PA,184.0,b0110,1.0,not found,0
R_AM4PCP,304.0,b1192,1.0,not found,0
R_AMALT1,694.0,b3416,1.0,2.4.1.2,0
R_AMALT2,694.0,b3416,1.0,2.4.1.2,0
R_AMALT3,694.0,b3416,1.0,2.4.1.2,0
R_AMALT4,694.0,b3416,1.0,2.4.1.2,0
R_AMANAPEr,229.0,b3223,1.0,5.1.3.9,0
R_AMANK,582.0,b3222,2.0,2.7.1.6,0.14144665061485215
R_AMAOTr,860.0,b0774,2.0,2.6.1.6,0
R_AMMQLT8,251.0,b3833,1.0,2.1.1.1,0
R_AMPMS2,1264.0,b3994,2.0,not found,0
R_AMPN,2904.0,b1982,6.0,3.2.2.4,8.173932490176332
R_AMPTASECG,3030.0,b4260,6.0,3.4.13.,8.173932490176332
R_AMPTASECG_duplicate_2,487.0,b0237,1.0,not found,0
R_AMPTASECG_duplicate_3,871.0,b0932,1.0,not found,0
R_AMPTASECG_duplicate_4,2574.0,b2523,6.0,not found,0
R_AMPTASEPG,2574.0,b2523,6.0,not found,0
R_AMPTASEPG_duplicate_2,3030.0,b4260,6.0,not found,0
R_AMPTASEPG_duplicate_3,487.0,b0237,1.0,not found,0
R_AMPTASEPG_duplicate_4,871.0,b0932,1.0,not found,0
R_AMPtex,1131.0,b1377,3.0,not found,0
R_AMPtex_duplicate_2,1101.0,b2215,3.0,not found,0
R_AMPtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_AMPtex_duplicate_4,1053.0,b0241,3.0,not found,0
R_ANHGMtex,1131.0,b1377,3.0,not found,0
R_ANHGMtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_ANHGMtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_ANHGMtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_ANHMK,369.0,b1640,1.0,not found,0
R_ANPRT,1062.0,b1263,2.0,2.4.2.1,20.647853234836653
R_ANS,1062.0,b1263,2.0,4.1.3.2,0
R_AOBUTDs,311.79331848529,average_protein_Cytoplasm,1.0,1.1.1.3,1.764520262480233
R_AOXSr2,770.0,b0776,2.0,2.3.1.4,9.000000000000002
R_AP4AH,280.0,b0049,1.0,3.6.1.4,0
R_AP4AS,1016.0,b4129,2.0,2.7.7.-,0
R_AP5AH,280.0,b0049,1.0,3.6.1.6,0
R_APCS,576.0,b0121,2.0,2.5.1.1,0
R_APG3PAT120,205.0,b3059,1.0,not found,0
R_APG3PAT140,205.0,b3059,1.0,not found,0
R_APG3PAT141,205.0,b3059,1.0,not found,0
R_APG3PAT160,205.0,b3059,1.0,not found,0
R_APG3PAT161,205.0,b3059,1.0,not found,0
R_APG3PAT180,205.0,b3059,1.0,not found,0
R_APG3PAT181,205.0,b3059,1.0,not found,0
R_APH120,92.0,b0968,1.0,not found,0
R_APH140,92.0,b0968,1.0,not found,0
R_APH141,92.0,b0968,1.0,not found,0
R_APH160,92.0,b0968,1.0,not found,0
R_APH161,92.0,b0968,1.0,not found,0
R_APH180,92.0,b0968,1.0,not found,0
R_APH181,92.0,b0968,1.0,not found,0
R_APPLDHr,2944.0,b3945,8.0,2.3.1.3,0
R_APRAUR,736.0,b0414,2.0,1.1.1.1,8.950317515357224
R_ARAI,3006.0,b0062,6.0,5.3.1.5,21.753070714503995
R_ARBTNabcpp,530.0,b0151,2.0,not found,0
R_ARBTNexs,311.79331848529,average_protein_Cytoplasm,1.0,not found,0
R_ARBTptspp,85.0,b2415,1.0,not found,0
R_ARBTptspp_duplicate_2,85.0,b2415,1.0,not found,0
R_ARBTtex,1053.0,b0241,3.0,not found,0
R_ARBTtex_duplicate_2,1101.0,b2215,3.0,not found,0
R_ARBTtex_duplicate_3,1131.0,b1377,3.0,not found,0
R_ARBTtex_duplicate_4,1086.0,b0929,3.0,not found,0
R_ARBabcpp,1008.0,b1900,2.0,3.6.3.1,0
R_ARBt2rpp,472.0,b2841,1.0,not found,0
R_ARBt3ipp,396.0,b1528,1.0,not found,0
R_ARBtex,1131.0,b1377,3.0,not found,0
R_ARBtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_ARBtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_ARBtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_ARGAGMt7pp,445.0,b4115,1.0,not found,0
R_ARGDC,7560.0,b4117,10.0,4.1.1.1,0
R_ARGDCpp,2640.0,b2938,4.0,4.1.1.1,0
R_ARGORNt7pp,460.0,b1605,1.0,not found,0
R_ARGSL,457.0,b3960,1.0,4.3.2.1,15.665574283487285
R_ARGSS,1788.0,b3172,4.0,6.3.4.5,15.665574283487285
R_ARGTRS,577.0,b1876,1.0,6.1.1.1,0.5354524877928579
R_ARGabcpp,514.0,b2306,2.0,3.6.3.2,0
R_ARGabcpp_duplicate_2,484.0,b0864,2.0,not found,0
R_ARGt3pp,211.0,b2923,1.0,not found,0
R_ARGtex,1131.0,b1377,3.0,not found,0
R_ARGtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_ARGtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_ARGtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_ASAD,734.0,b3433,2.0,1.2.1.1,0
R_ASCBPL,355.0,b4192,1.0,3.1.1.-,0
R_ASCBptspp,101.0,b4194,1.0,not found,0
R_ASCBtex,1131.0,b1377,3.0,not found,0
R_ASCBtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_ASCBtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_ASCBtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_ASNN,1352.0,b1767,4.0,3.5.5.4,9.7005
R_ASNN_duplicate_2,1284.0,b0828,4.0,not found,0
R_ASNNpp,1392.0,b2957,4.0,3.5.5.4,9.7005
R_ASNS1,1108.0,b0674,2.0,6.3.5.4,1.100068842641476
R_ASNS2,660.0,b3744,2.0,6.3.5.4,1.100068842641476
R_ASNTRS,932.0,b0930,2.0,6.1.1.2,8.901123524589467
R_ASNt2rpp,499.0,b1453,1.0,not found,0
R_ASNtex,1131.0,b1377,3.0,not found,0
R_ASNtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_ASNtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_ASNtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_ASO3t8pp,429.0,b3502,1.0,3.6.3.1,0
R_ASO3tex,1131.0,b1377,3.0,not found,0
R_ASO3tex_duplicate_2,1053.0,b0241,3.0,not found,0
R_ASO3tex_duplicate_3,1086.0,b0929,3.0,not found,0
R_ASO3tex_duplicate_4,1101.0,b2215,3.0,not found,0
R_ASP1DC,1016.0,b0131,8.0,4.1.1.1,0
R_ASPCT,924.0,b4244,6.0,2.1.3.2,417.0
R_ASPCT_duplicate_2,1866.0,b4245,6.0,not found,0
R_ASPK,3240.0,b3940,4.0,2.7.2.4,8.233450109280287
R_ASPK_duplicate_2,3280.0,b0002,4.0,not found,0
R_ASPK_duplicate_3,898.0,b4024,2.0,not found,0
R_ASPO3,541.0,b2574,1.0,not found,0
R_ASPO4,541.0,b2574,1.0,not found,0
R_ASPO5,541.0,b2574,1.0,1.5.99.,8.233450109280287
R_ASPO6,541.0,b2574,1.0,1.4.3.1,0
R_ASPT,1912.0,b4139,4.0,4.3.1.1,169.37458486712436
R_ASPTA,794.0,b0928,2.0,2.6.1.1,106.8582662403116
R_ASPTRS,1180.0,b1866,2.0,6.1.1.2,8.901123524589467
R_ASPabcpp,224.0,b0653,1.0,3.6.3.2,0
R_ASPt2_2pp,428.0,b3528,1.0,not found,0
R_ASPt2_3pp,433.0,b4138,1.0,not found,0
R_ASPt2_3pp_duplicate_2,446.0,b4123,1.0,not found,0
R_ASPt2pp_copy1,437.0,b4077,1.0,not found,0
R_ASPtex,1131.0,b1377,3.0,not found,0
R_ASPtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_ASPtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_ASPtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_ASR,141.0,b3503,1.0,1.20.4.,0
R_AST,344.0,b1747,1.0,2.3.1.1,0.4142463035441596
R_ATHRDHr,992.0,b1539,4.0,1.1.1.3,1.764520262480233
R_ATPHs,311.79331848529,average_protein_Cytoplasm,1.0,3.5.4.1,21.600422174071127
R_ATPPRT,600.0,b2019,2.0,2.4.2.1,20.647853234836653
R_ATPS4rpp,1539.0,b3734,3.0,3.6.3.1,0
R_ATPS4rpp_duplicate_2,271.0,b3738,1.0,not found,0
R_BALAt2pp,470.0,b4208,1.0,not found,0
R_BALAtex,1131.0,b1377,3.0,not found,0
R_BALAtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_BALAtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_BALAtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_BETALDHx,1968.0,b0312,4.0,1.2.1.8,2.5509628606266905
R_BETALDHy,1968.0,b0312,4.0,1.2.1.8,2.5509628606266905
R_BMOCOS,824.0,b0827,2.0,not found,0
R_BMOGDS1,195.0,b3857,1.0,not found,0
R_BMOGDS1_duplicate_2,195.0,b3857,1.0,not found,0
R_BMOGDS2,195.0,b3857,1.0,not found,0
R_BMOGDS2_duplicate_2,195.0,b3857,1.0,not found,0
R_BPNT,247.0,b4214,1.0,3.1.3.9,0
R_BSORx,778.0,b3551,1.0,not found,0
R_BSORy,778.0,b3551,1.0,1.-.-.-,0
R_BTNtex,1053.0,b0241,3.0,not found,0
R_BTNtex_duplicate_2,1101.0,b2215,3.0,not found,0
R_BTNtex_duplicate_3,1131.0,b1377,3.0,not found,0
R_BTNtex_duplicate_4,1086.0,b0929,3.0,not found,0
R_BTS5,696.0,b0775,2.0,not found,0
R_BUTCT,220.0,b2221,1.0,2.8.3.8,289.99999999999994
R_BUTSO3abcpp,510.0,b0933,2.0,not found,0
R_BUTSO3abcpp_duplicate_2,510.0,b0366,2.0,not found,0
R_BUTSO3tex,1131.0,b1377,3.0,not found,0
R_BUTSO3tex_duplicate_2,1053.0,b0241,3.0,not found,0
R_BUTSO3tex_duplicate_3,1086.0,b0929,3.0,not found,0
R_BUTSO3tex_duplicate_4,1101.0,b2215,3.0,not found,0
R_BUTt2rpp,440.0,b2223,1.0,not found,0
R_BUTtex,1131.0,b1377,3.0,not found,0
R_BUTtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_BUTtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_BUTtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_BWCOGDS1,195.0,b3857,1.0,not found,0
R_BWCOGDS1_duplicate_2,195.0,b3857,1.0,not found,0
R_BWCOGDS2,195.0,b3857,1.0,not found,0
R_BWCOGDS2_duplicate_2,195.0,b3857,1.0,not found,0
R_BWCOS,824.0,b0827,2.0,not found,0
R_CA2t3pp,366.0,b1216,1.0,not found,0
R_CA2tex,1131.0,b1377,3.0,3.6.3.8,0
R_CA2tex_duplicate_2,1053.0,b0241,3.0,not found,0
R_CA2tex_duplicate_3,1086.0,b0929,3.0,not found,0
R_CA2tex_duplicate_4,1101.0,b2215,3.0,not found,0
R_CADVtpp,444.0,b4132,1.0,not found,0
R_CAT,3016.0,b1732,4.0,1.11.1.,0
R_CAT_duplicate_2,2912.0,b3942,4.0,not found,0
R_CAt6pp,325.0,b3196,1.0,not found,0
R_CBIAT,196.0,b1270,1.0,2.5.1.1,0
R_CBItonex,614.0,b3966,1.0,not found,0
R_CBIuabcpp,498.0,b1709,2.0,3.6.3.3,0.469041575982343
R_CBL1abcpp,498.0,b1709,2.0,3.6.3.3,0.469041575982343
R_CBL1tonex,614.0,b3966,1.0,not found,0
R_CBLAT,196.0,b1270,1.0,2.5.1.1,0
R_CBMD,311.79331848529,average_protein_Cytoplasm,1.0,4.2.1.1,11829.050907938763
R_CBMKr,316.0,b0323,1.0,2.7.2.2,0
R_CBMKr_duplicate_2,594.0,b0521,2.0,not found,0
R_CBMKr_duplicate_3,310.0,b2874,1.0,not found,0
R_CBPS,764.0,b0032,2.0,6.3.5.5,0.5004241190859083
R_CCGS,232.0,b0444,1.0,6.3.4.2,3.003514976362785
R_CD2abcpp,732.0,b3469,1.0,3.6.3.4,0
R_CD2t3pp,600.0,b3915,2.0,not found,0
R_CD2t3pp_duplicate_2,313.0,b0752,1.0,not found,0
R_CD2tex,1131.0,b1377,3.0,not found,0
R_CD2tex_duplicate_2,1053.0,b0241,3.0,not found,0
R_CD2tex_duplicate_3,1086.0,b0929,3.0,not found,0
R_CD2tex_duplicate_4,1101.0,b2215,3.0,not found,0
R_CD2tpp,257.0,b3040,1.0,not found,0
R_CDAPPA120,251.0,b3918,1.0,3.6.1.2,0
R_CDAPPA140,251.0,b3918,1.0,3.6.1.2,0
R_CDAPPA141,251.0,b3918,1.0,3.6.1.2,0
R_CDAPPA160,251.0,b3918,1.0,3.6.1.2,0
R_CDAPPA161,251.0,b3918,1.0,3.6.1.2,0
R_CDAPPA180,251.0,b3918,1.0,3.6.1.2,0
R_CDAPPA181,251.0,b3918,1.0,3.6.1.2,0
R_CDGR,564.0,b2794,2.0,1.7.1.1,0
R_CDPMEK,566.0,b1208,2.0,2.7.1.1,0
R_CFAS160E,382.0,b1661,1.0,2.1.1.7,0
R_CFAS160G,382.0,b1661,1.0,2.1.1.7,0
R_CFAS180E,382.0,b1661,1.0,2.1.1.7,0
R_CFAS180G,382.0,b1661,1.0,2.1.1.7,0
R_CGLYabcpp,327.0,b3541,1.0,not found,0
R_CGLYtex,1131.0,b1377,3.0,not found,0
R_CGLYtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_CGLYtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_CGLYtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_CHLabcpp,385.0,b2130,1.0,not found,0
R_CHLt2pp,677.0,b0314,1.0,not found,0
R_CHLt2pp_duplicate_2,481.0,b1801,1.0,not found,0
R_CHLtex,1131.0,b1377,3.0,not found,0
R_CHLtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_CHLtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_CHLtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_CHOLD,557.0,b0311,1.0,1.1.1.1,8.950317515357224
R_CHORM,772.0,b2599,2.0,5.4.99.,8.950317515357224
R_CHORM_duplicate_2,746.0,b2600,2.0,not found,0
R_CHORS,1448.0,b2329,4.0,4.2.3.5,0.06089307263408254
R_CHRPL,165.0,b4039,1.0,4.1.3.4,0
R_CHTBSptspp,1152.0,b2416,2.0,not found,0
R_CHTBStex,1131.0,b1377,3.0,not found,0
R_CHTBStex_duplicate_2,1101.0,b2215,3.0,not found,0
R_CHTBStex_duplicate_3,1086.0,b0929,3.0,not found,0
R_CHTBStex_duplicate_4,1053.0,b0241,3.0,not found,0
R_CINNDO,106.0,b2540,1.0,1.14.12,0
R_CITL,588.0,b0617,6.0,4.1.3.6,79.00873616862407
R_CITt7pp,487.0,b0612,1.0,not found,0
R_CITtex,1131.0,b1377,3.0,not found,0
R_CITtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_CITtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_CITtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_CLIPAabctex,366.0,b4261,1.0,not found,0
R_CLPNS120pp,413.0,b0789,1.0,not found,0
R_CLPNS120pp_duplicate_2,486.0,b1249,1.0,not found,0
R_CLPNS140pp,486.0,b1249,1.0,not found,0
R_CLPNS140pp_duplicate_2,413.0,b0789,1.0,not found,0
R_CLPNS141pp,413.0,b0789,1.0,not found,0
R_CLPNS141pp_duplicate_2,486.0,b1249,1.0,not found,0
R_CLPNS160pp,413.0,b0789,1.0,not found,0
R_CLPNS160pp_duplicate_2,486.0,b1249,1.0,not found,0
R_CLPNS161pp,486.0,b1249,1.0,not found,0
R_CLPNS161pp_duplicate_2,413.0,b0789,1.0,not found,0
R_CLPNS180pp,413.0,b0789,1.0,not found,0
R_CLPNS180pp_duplicate_2,486.0,b1249,1.0,not found,0
R_CLPNS181pp,413.0,b0789,1.0,not found,0
R_CLPNS181pp_duplicate_2,486.0,b1249,1.0,not found,0
R_CLt3_2pp,946.0,b0155,2.0,not found,0
R_CLt3_2pp_duplicate_2,418.0,b1592,1.0,not found,0
R_CLtex,1131.0,b1377,3.0,not found,0
R_CLtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_CLtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_CLtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_CMPtex,1131.0,b1377,3.0,not found,0
R_CMPtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_CMPtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_CMPtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_CMtex,1086.0,b0929,3.0,not found,0
R_CMtex_duplicate_2,1131.0,b1377,3.0,not found,0
R_CMtex_duplicate_3,1101.0,b2215,3.0,not found,0
R_CMtex_duplicate_4,1053.0,b0241,3.0,not found,0
R_CMtpp,3147.0,b0462,3.0,not found,0
R_CMtpp_duplicate_2,1037.0,b2470,1.0,not found,0
R_CO2tex,1131.0,b1377,3.0,not found,0
R_CO2tex_duplicate_2,1053.0,b0241,3.0,not found,0
R_CO2tex_duplicate_3,1086.0,b0929,3.0,not found,0
R_CO2tex_duplicate_4,1101.0,b2215,3.0,not found,0
R_CO2tpp,311.79331848529,average_protein_Cytoplasm,1.0,not found,0
R_COBALT2abcpp,732.0,b3469,1.0,not found,0
R_COBALT2t3pp,313.0,b0752,1.0,not found,0
R_COBALT2t3pp_duplicate_2,600.0,b3915,2.0,not found,0
R_COBALT2tex,1131.0,b1377,3.0,not found,0
R_COBALT2tex_duplicate_2,1053.0,b0241,3.0,not found,0
R_COBALT2tex_duplicate_3,1086.0,b0929,3.0,not found,0
R_COBALT2tex_duplicate_4,1101.0,b2215,3.0,not found,0
R_COBALT2tpp,257.0,b3040,1.0,not found,0
R_COBALT2tpp_duplicate_2,1580.0,b3816,5.0,not found,0
R_COLIPAKpp,237.0,b2174,1.0,not found,0
R_COLIPAPabctex,366.0,b4261,1.0,not found,0
R_COLIPAabcpp,1164.0,b0914,2.0,not found,0
R_COLIPAabctex,366.0,b4261,1.0,not found,0
R_CPGNabcpp,530.0,b0151,2.0,not found,0
R_CPGNexs,311.79331848529,average_protein_Cytoplasm,1.0,not found,0
R_CPGNtonex,729.0,b1102,1.0,not found,0
R_CPH4S,122.0,b2765,1.0,4.1.2.5,1.2549457392560204
R_CPMPS,329.0,b0781,1.0,4.1.99.,1.2549457392560204
R_CPPPGO,600.0,b2436,2.0,1.3.3.3,0.002999999999999999
R_CPPPGO2,458.0,b3867,1.0,1.3.99.,0.002999999999999999
R_CRNBTCT,810.0,b0038,2.0,2.8.3.2,0
R_CRNCAL2,517.0,b0037,1.0,not found,0
R_CRNCAR,783.0,b0036,3.0,5.1.1.-,0
R_CRNCBCT,810.0,b0038,2.0,2.8.3.2,0
R_CRNCDH,783.0,b0036,3.0,4.2.1.1,11829.050907938763
R_CRNDCAL2,517.0,b0037,1.0,not found,0
R_CRNDabcpp,708.0,b2678,2.0,not found,0
R_CRNDt2rpp,500.0,b4111,1.0,not found,0
R_CRNDtex,1086.0,b0929,3.0,not found,0
R_CRNDtex_duplicate_2,1131.0,b1377,3.0,not found,0
R_CRNDtex_duplicate_3,1101.0,b2215,3.0,not found,0
R_CRNDtex_duplicate_4,1053.0,b0241,3.0,not found,0
R_CRNabcpp,708.0,b2678,2.0,not found,0
R_CRNt2rpp,500.0,b4111,1.0,not found,0
R_CRNt7pp,504.0,b0040,1.0,not found,0
R_CRNt8pp,504.0,b0040,1.0,not found,0
R_CRNtex,1131.0,b1377,3.0,not found,0
R_CRNtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_CRNtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_CRNtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_CS,2562.0,b0720,6.0,2.3.3.3,0
R_CSND,2568.0,b0337,6.0,3.5.4.1,21.600422174071127
R_CSNt2pp,419.0,b0336,1.0,not found,0
R_CSNtex,1131.0,b1377,3.0,not found,0
R_CSNtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_CSNtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_CSNtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_CTBTCAL2,517.0,b0037,1.0,not found,0
R_CTBTabcpp,708.0,b2678,2.0,not found,0
R_CTBTt2rpp,500.0,b4111,1.0,not found,0
R_CTECOAI6,1458.0,b3846,2.0,5.3.3.8,39.686269665968844
R_CTECOAI7,1458.0,b3846,2.0,5.3.3.8,39.686269665968844
R_CTECOAI8,1458.0,b3846,2.0,5.3.3.8,39.686269665968844
R_CTPS2,2180.0,b2780,4.0,6.3.4.2,3.003514976362785
R_CU1Opp,520.0,b0123,1.0,1.16.3.,3.003514976362785
R_CU1abcpp,834.0,b0484,1.0,3.6.3.5,0
R_CU2abcpp,732.0,b3469,1.0,3.6.3.4,0
R_CU2tex,1086.0,b0929,3.0,not found,0
R_CU2tex_duplicate_2,1101.0,b2215,3.0,not found,0
R_CU2tex_duplicate_3,1053.0,b0241,3.0,not found,0
R_CU2tex_duplicate_4,1131.0,b1377,3.0,not found,0
R_CU2tpp,257.0,b3040,1.0,not found,0
R_CUt3,2442.0,b0574,6.0,not found,0
R_CUtex,1131.0,b1377,3.0,not found,0
R_CUtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_CUtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_CUtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_CYANST,216.0,b3425,2.0,2.8.1.1,244.54038521274967
R_CYANSTpp,104.0,b1308,1.0,2.8.1.1,244.54038521274967
R_CYANtex,1131.0,b1377,3.0,not found,0
R_CYANtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_CYANtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_CYANtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_CYNTAH,1560.0,b0340,10.0,4.2.1.1,11829.050907938763
R_CYNTt2pp,384.0,b0341,1.0,not found,0
R_CYNTtex,1131.0,b1377,3.0,not found,0
R_CYNTtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_CYNTtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_CYNTtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_CYSDDS,658.0,b1919,2.0,4.4.1.1,0.4403948515668426
R_CYSDS,1888.0,b3708,4.0,4.4.1.8,0
R_CYSDS_duplicate_2,1584.0,b3008,4.0,not found,0
R_CYSDtex,1131.0,b1377,3.0,not found,0
R_CYSDtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_CYSDtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_CYSDtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_CYSS,648.0,b2414,2.0,2.5.1.6,0.04256331686174346
R_CYSS_duplicate_2,608.0,b2421,2.0,not found,0
R_CYSSADS,804.0,b2810,2.0,4.4.1.1,0.4403948515668426
R_CYSTL,782.0,b1622,2.0,4.4.1.8,0
R_CYSTL_duplicate_2,1584.0,b3008,4.0,not found,0
R_CYSTRS,462.0,b0526,1.0,6.1.1.1,0.5354524877928579
R_CYSabc2pp,573.0,b0886,1.0,3.6.3.2,0
R_CYStex,1131.0,b1377,3.0,not found,0
R_CYStex_duplicate_2,1053.0,b0241,3.0,not found,0
R_CYStex_duplicate_3,1086.0,b0929,3.0,not found,0
R_CYStex_duplicate_4,1101.0,b2215,3.0,not found,0
R_CYStpp,195.0,b2578,1.0,not found,0
R_CYStpp_duplicate_2,299.0,b1533,1.0,not found,0
R_CYTBD2pp,515.0,b0978,1.0,not found,0
R_CYTBDpp,515.0,b0978,1.0,not found,0
R_CYTBDpp_duplicate_2,524.0,b0733,1.0,not found,0
R_CYTBO3_4pp,667.0,b0431,1.0,not found,0
R_CYTD,590.0,b2143,2.0,3.5.4.5,0.5354524877928579
R_CYTDH,311.0,b0651,1.0,3.2.2.8,0.5345058137336586
R_CYTDH_duplicate_2,1256.0,b2162,4.0,not found,0
R_CYTDH_duplicate_3,304.0,b0030,1.0,not found,0
R_CYTDK2,852.0,b2066,4.0,2.7.1.4,494.00000000000017
R_CYTDt2pp_copy1,400.0,b2393,1.0,not found,0
R_CYTDt2pp_copy1_duplicate_2,418.0,b2964,1.0,not found,0
R_CYTDt2pp_copy2,418.0,b2406,1.0,not found,0
R_CYTDtex,1131.0,b1377,3.0,not found,0
R_CYTDtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_CYTDtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_CYTDtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_CYTK1,227.0,b0910,1.0,2.7.4.2,0
